time,open,high,low,close
2022-01-03 00:00:00+05:30,4.457,4.475,4.334,4.4205
2022-01-10 00:00:00+05:30,4.421,4.473,4.3115,4.3505
2022-01-17 00:00:00+05:30,4.351,4.5955,4.35,4.43
2022-01-24 00:00:00+05:30,4.4315,4.583,4.3755,4.429
2022-01-31 00:00:00+05:30,4.4295,4.5325,4.285,4.3265
2022-02-07 00:00:00+05:30,4.3265,4.5175,4.31,4.4805
2022-02-14 00:00:00+05:30,4.48,4.698,4.3975,4.484
2022-02-21 00:00:00+05:30,4.483,4.59,4.4675,4.492
2022-02-28 00:00:00+05:30,4.492,4.591,4.4455,4.4795
2022-03-07 00:00:00+05:30,4.4795,5.033,4.46,4.7495
2022-03-14 00:00:00+05:30,4.75,4.961,4.4945,4.5055
2022-03-21 00:00:00+05:30,4.506,4.756,4.468,4.697
2022-03-28 00:00:00+05:30,4.697,4.813,4.6435,4.7265
2022-04-04 00:00:00+05:30,4.726,4.8245,4.671,4.7845
2022-04-11 00:00:00+05:30,4.7845,4.8585,4.634,4.639
2022-04-18 00:00:00+05:30,4.6385,4.856,4.6355,4.8135
2022-04-25 00:00:00+05:30,4.814,4.8245,4.4285,4.4835
2022-05-02 00:00:00+05:30,4.484,4.543,4.2035,4.2655
2022-05-09 00:00:00+05:30,4.266,4.437,4.1245,4.196
2022-05-16 00:00:00+05:30,4.1965,4.2575,4.037,4.2135
2022-05-23 00:00:00+05:30,4.213,4.3535,4.136,4.3365
2022-05-30 00:00:00+05:30,4.337,4.36,4.2075,4.337
2022-06-06 00:00:00+05:30,4.3415,4.5805,4.2635,4.4385
2022-06-13 00:00:00+05:30,4.4385,4.466,4.183,4.213
2022-06-20 00:00:00+05:30,4.213,4.262,3.9615,4.0155
2022-06-27 00:00:00+05:30,4.0235,4.0895,3.64,3.756
2022-07-04 00:00:00+05:30,3.7555,3.848,3.545,3.5705
2022-07-11 00:00:00+05:30,3.571,3.6165,3.274,3.423
2022-07-18 00:00:00+05:30,3.4235,3.4555,3.131,3.308
2022-07-25 00:00:00+05:30,3.3085,3.406,3.2525,3.3595
2022-08-01 00:00:00+05:30,3.36,3.597,3.3535,3.526
2022-08-08 00:00:00+05:30,3.526,3.627,3.4225,3.589
2022-08-15 00:00:00+05:30,3.5885,3.7185,3.5545,3.612
2022-08-22 00:00:00+05:30,3.6125,3.6915,3.5485,3.65
2022-08-29 00:00:00+05:30,3.65,3.7815,3.5625,3.607
2022-09-05 00:00:00+05:30,3.6075,3.632,3.3595,3.458
2022-09-12 00:00:00+05:30,3.4565,3.626,3.401,3.6075
2022-09-19 00:00:00+05:30,3.608,3.6875,3.4255,3.51
2022-09-26 00:00:00+05:30,3.511,3.5435,3.271,3.2865
2022-10-03 00:00:00+05:30,3.286,3.466,3.2395,3.408
2022-10-10 00:00:00+05:30,3.408,3.581,3.3615,3.43
2022-10-17 00:00:00+05:30,3.4295,3.4885,3.344,3.398
2022-10-24 00:00:00+05:30,3.398,3.4905,3.299,3.4235
2022-10-31 00:00:00+05:30,3.424,3.5415,3.3505,3.3665
2022-11-07 00:00:00+05:30,3.3665,3.6965,3.3605,3.599
2022-11-14 00:00:00+05:30,3.599,3.947,3.561,3.8365
2022-11-21 00:00:00+05:30,3.837,3.8805,3.5545,3.5745
2022-11-28 00:00:00+05:30,3.5745,3.691,3.546,3.6135
2022-12-05 00:00:00+05:30,3.613,3.8925,3.5925,3.7895
2022-12-12 00:00:00+05:30,3.79,3.923,3.772,3.7985
2022-12-19 00:00:00+05:30,3.7985,3.9275,3.733,3.759
2022-12-26 00:00:00+05:30,3.759,3.847,3.7225,3.8115
