time,open,high,low,close
2022-01-03 00:00:00+05:30,75.351,76.43,74.26,75.83
2022-01-04 00:00:00+05:30,75.827,77.613,75.678,77.173
2022-01-05 00:00:00+05:30,77.169,78.556,76.5,78.253
2022-01-06 00:00:00+05:30,78.261,80.22,76.709,79.267
2022-01-07 00:00:00+05:30,79.251,80.45,78.51,78.691
2022-01-08 00:00:00+05:30,78.69,79.143,78.564,78.849
2022-01-10 00:00:00+05:30,78.849,79.426,77.818,78.42
2022-01-11 00:00:00+05:30,78.421,81.563,77.84,81.06
2022-01-12 00:00:00+05:30,81.054,83.07,80.9,82.72
2022-01-13 00:00:00+05:30,82.72,82.923,81.847,82.389
2022-01-14 00:00:00+05:30,82.38,84.2,81.372,83.938
2022-01-15 00:00:00+05:30,83.9,84.393,83.696,84.393
2022-01-17 00:00:00+05:30,84.393,84.755,83.49,84.213
2022-01-18 00:00:00+05:30,84.208,85.721,84.09,85.29
2022-01-19 00:00:00+05:30,85.285,87.9,85.048,86.691
2022-01-20 00:00:00+05:30,86.693,87.063,84.713,85.981
2022-01-21 00:00:00+05:30,85.989,86.213,82.768,84.949
2022-01-22 00:00:00+05:30,84.946,85.173,84.34,84.763
2022-01-24 00:00:00+05:30,84.763,86.068,81.898,83.499
2022-01-25 00:00:00+05:30,83.5,85.349,82.616,85.211
2022-01-26 00:00:00+05:30,85.21,87.923,84.99,87.205
2022-01-27 00:00:00+05:30,87.218,88.52,86.277,87.038
2022-01-28 00:00:00+05:30,87.03,88.815,86.19,87.095
2022-01-29 00:00:00+05:30,87.071,87.284,86.551,87.244
2022-01-31 00:00:00+05:30,87.244,88.133,86.339,87.821
2022-02-01 00:00:00+05:30,87.82,88.841,86.539,87.891
2022-02-02 00:00:00+05:30,87.892,89.701,87.089,88.289
2022-02-03 00:00:00+05:30,88.289,90.3,86.739,90.159
2022-02-04 00:00:00+05:30,90.16,93.139,89.931,92.611
2022-02-05 00:00:00+05:30,92.61,92.704,91.786,91.949
2022-02-07 00:00:00+05:30,91.949,92.701,90.719,91.08
2022-02-08 00:00:00+05:30,91.079,91.676,88.49,89.761
2022-02-09 00:00:00+05:30,89.76,90.547,88.4,89.544
2022-02-10 00:00:00+05:30,89.551,91.723,89.009,89.83
2022-02-11 00:00:00+05:30,89.827,94.63,89.163,94.135
2022-02-12 00:00:00+05:30,94.135,94.264,92.75,93.878
2022-02-14 00:00:00+05:30,93.878,95.062,92.071,95.039
2022-02-15 00:00:00+05:30,95.045,95.791,90.649,91.812
2022-02-16 00:00:00+05:30,91.812,94.981,91.519,93.778
2022-02-17 00:00:00+05:30,93.775,94.002,89.984,91.198
2022-02-18 00:00:00+05:30,91.188,92.638,89.002,91.215
2022-02-19 00:00:00+05:30,91.215,92.08,90.865,91.995
2022-02-21 00:00:00+05:30,91.995,93.774,90.19,93.68
2022-02-22 00:00:00+05:30,93.67,94.905,91.17,91.979
2022-02-23 00:00:00+05:30,91.979,93.869,90.63,92.077
2022-02-24 00:00:00+05:30,92.079,100.503,91.269,93.986
2022-02-25 00:00:00+05:30,93.968,95.616,90.051,91.159
2022-02-26 00:00:00+05:30,91.161,92.395,91.116,91.923
2022-02-28 00:00:00+05:30,91.923,98.173,91.923,96.429
2022-03-01 00:00:00+05:30,96.423,106.754,95.269,104.084
2022-03-02 00:00:00+05:30,104.085,112.475,102.479,109.99
2022-03-03 00:00:00+05:30,110.02,116.51,106.41,109.493
2022-03-04 00:00:00+05:30,109.485,113.791,107.24,112.717
2022-03-05 00:00:00+05:30,112.712,115.993,112.712,114.945
2022-03-07 00:00:00+05:30,114.945,127.54,114.945,119.74
2022-03-08 00:00:00+05:30,119.75,129.416,117.09,125.64
2022-03-09 00:00:00+05:30,125.6,126.823,103.82,108.8
2022-03-10 00:00:00+05:30,108.81,114.848,105.715,107.335
2022-03-11 00:00:00+05:30,107.33,110.257,104.47,108.783
2022-03-12 00:00:00+05:30,108.777,109.615,108.64,109.14
2022-03-14 00:00:00+05:30,109.55,109.635,99.778,101.424
2022-03-15 00:00:00+05:30,101.423,102.568,93.51,95.574
2022-03-16 00:00:00+05:30,95.57,99.191,94.056,94.556
2022-03-17 00:00:00+05:30,94.553,103.874,94.44,103.813
2022-03-18 00:00:00+05:30,103.816,106.237,102.284,104.793
2022-03-19 00:00:00+05:30,104.77,105.757,104.24,105.35
2022-03-21 00:00:00+05:30,105.14,112.213,104.04,111.94
2022-03-22 00:00:00+05:30,111.95,113.325,107.07,109.27
2022-03-23 00:00:00+05:30,109.277,115.371,108.24,114.909
2022-03-24 00:00:00+05:30,114.907,116.613,110.59,111.102
2022-03-25 00:00:00+05:30,111.099,114.088,108.64,113.222
2022-03-26 00:00:00+05:30,113.232,113.542,112.386,112.635
2022-03-28 00:00:00+05:30,112.3,112.42,104.481,104.891
2022-03-29 00:00:00+05:30,104.899,107.814,98.49,104.356
2022-03-30 00:00:00+05:30,104.366,108.731,104.36,107.553
2022-03-31 00:00:00+05:30,107.556,107.775,99.647,100.863
2022-04-01 00:00:00+05:30,100.863,101.597,97.76,99.376
2022-04-02 00:00:00+05:30,99.377,99.618,99.098,99.355
2022-04-04 00:00:00+05:30,98.88,103.678,98.04,103.357
2022-04-05 00:00:00+05:30,103.355,105.571,101.409,101.737
2022-04-06 00:00:00+05:30,101.73,103.987,95.75,97.283
2022-04-07 00:00:00+05:30,97.266,98.795,93.799,96.185
2022-04-08 00:00:00+05:30,96.171,98.731,95.28,98.042
2022-04-09 00:00:00+05:30,98.025,98.238,97.705,97.76
2022-04-11 00:00:00+05:30,98.13,98.36,92.916,94.103
2022-04-12 00:00:00+05:30,94.105,101.315,94.078,100.648
2022-04-13 00:00:00+05:30,100.645,104.398,99.864,104.394
2022-04-14 00:00:00+05:30,104.393,106.94,101.61,105.86
2022-04-15 00:00:00+05:30,105.91,106.06,105.39,105.92
2022-04-18 00:00:00+05:30,107.17,109.05,105.3,107.38
2022-04-19 00:00:00+05:30,107.41,108.14,101.38,101.81
2022-04-20 00:00:00+05:30,101.79,103.915,99.845,102.115
2022-04-21 00:00:00+05:30,102.125,105.375,101.965,103.795
2022-04-22 00:00:00+05:30,103.785,104.175,101.195,101.715
2022-04-23 00:00:00+05:30,101.705,101.875,101.015,101.675
2022-04-25 00:00:00+05:30,101.345,101.485,95.245,98.995
2022-04-26 00:00:00+05:30,99.005,102.725,97.025,101.435
2022-04-27 00:00:00+05:30,101.425,102.945,99.765,101.755
2022-04-28 00:00:00+05:30,101.775,105.635,100.095,105.465
2022-04-29 00:00:00+05:30,105.455,107.945,104.175,104.475
2022-04-30 00:00:00+05:30,104.485,104.515,103.735,104.125
2022-05-02 00:00:00+05:30,103.885,105.682,100.235,104.967
2022-05-03 00:00:00+05:30,104.963,105.885,102.075,102.945
2022-05-04 00:00:00+05:30,102.968,108.585,102.345,108.245
2022-05-05 00:00:00+05:30,108.276,111.341,106.425,108.256
2022-05-06 00:00:00+05:30,108.258,111.147,107.195,110.276
2022-05-07 00:00:00+05:30,110.269,110.632,110.085,110.485
2022-05-09 00:00:00+05:30,110.44,110.455,102.405,102.725
2022-05-10 00:00:00+05:30,102.746,104.133,98.845,99.988
2022-05-11 00:00:00+05:30,99.992,106.411,98.165,105.265
2022-05-12 00:00:00+05:30,105.296,107.332,102.635,106.295
2022-05-13 00:00:00+05:30,106.275,110.614,106.065,110.332
2022-05-14 00:00:00+05:30,110.305,110.464,109.965,110.085
2022-05-16 00:00:00+05:30,111.159,114.871,108.075,113.532
2022-05-17 00:00:00+05:30,113.505,115.531,112.125,112.445
2022-05-18 00:00:00+05:30,112.482,115.401,108.425,108.765
2022-05-19 00:00:00+05:30,108.785,112.44,105.09,112.33
2022-05-20 00:00:00+05:30,112.33,112.61,108.119,110.455
2022-05-21 00:00:00+05:30,110.448,110.856,110.123,110.515
2022-05-23 00:00:00+05:30,110.55,111.912,109.139,110.305
2022-05-24 00:00:00+05:30,110.311,111.392,108.588,110.168
2022-05-25 00:00:00+05:30,110.168,111.657,109.223,110.503
2022-05-26 00:00:00+05:30,110.511,114.805,110.255,114.169
2022-05-27 00:00:00+05:30,114.167,115.271,112.835,114.875
2022-05-28 00:00:00+05:30,114.873,115.191,114.807,115.083
2022-05-30 00:00:00+05:30,114.89,117.305,114.84,117.14
2022-05-31 00:00:00+05:30,117.545,119.958,114.135,115.189
2022-06-01 00:00:00+05:30,115.182,117.841,114.568,115.371
2022-06-02 00:00:00+05:30,115.373,117.536,111.193,116.782
2022-06-03 00:00:00+05:30,116.778,119.748,115.223,119.55
2022-06-04 00:00:00+05:30,119.556,120.428,119.402,120.337
2022-06-06 00:00:00+05:30,120.73,120.964,117.629,118.258
2022-06-07 00:00:00+05:30,118.231,120.221,117.131,120.079
2022-06-08 00:00:00+05:30,120.075,123.148,119.289,122.495
2022-06-09 00:00:00+05:30,122.495,122.711,120.769,121.53
2022-06-10 00:00:00+05:30,121.529,122.72,118.312,120.571
2022-06-11 00:00:00+05:30,120.571,120.671,120.169,120.23
2022-06-13 00:00:00+05:30,120.208,122.221,117.458,120.527
2022-06-14 00:00:00+05:30,120.519,123.659,118.144,118.225
2022-06-15 00:00:00+05:30,118.217,119.576,114.585,115.772
2022-06-16 00:00:00+05:30,115.769,118.05,112.3,117.794
2022-06-17 00:00:00+05:30,117.8,118.94,108.24,109.31
2022-06-18 00:00:00+05:30,109.31,110.34,109.29,110.01
2022-06-20 00:00:00+05:30,110.22,110.84,108.36,110.25
2022-06-21 00:00:00+05:30,108.745,111.131,108.67,109.216
2022-06-22 00:00:00+05:30,109.222,109.887,101.523,106.137
2022-06-23 00:00:00+05:30,106.141,107.008,102.306,104.118
2022-06-24 00:00:00+05:30,104.117,108.542,103.618,107.418
2022-06-25 00:00:00+05:30,107.417,107.642,107.255,107.53
2022-06-27 00:00:00+05:30,107.21,110.518,105.57,109.266
2022-06-28 00:00:00+05:30,109.262,112.191,109.25,111.789
2022-06-29 00:00:00+05:30,111.778,113.995,109.32,109.547
2022-06-30 00:00:00+05:30,109.543,110.433,105.088,105.689
2022-07-01 00:00:00+05:30,105.691,109.308,104.538,108.35
2022-07-02 00:00:00+05:30,108.371,108.493,107.995,108.483
2022-07-04 00:00:00+05:30,108.79,110.744,107.235,110.51
2022-07-05 00:00:00+05:30,110.65,111.421,97.422,99.119
2022-07-06 00:00:00+05:30,99.118,102.121,95.092,98.727
2022-07-07 00:00:00+05:30,98.719,104.452,96.548,102.938
2022-07-08 00:00:00+05:30,102.937,105.211,101.502,104.895
2022-07-09 00:00:00+05:30,104.895,104.982,104.499,104.783
2022-07-11 00:00:00+05:30,104.1,105.021,100.884,103.672
2022-07-12 00:00:00+05:30,103.7,103.885,95.399,95.575
2022-07-13 00:00:00+05:30,95.575,97.942,93.652,96.537
2022-07-14 00:00:00+05:30,96.535,96.97,90.542,96.551
2022-07-15 00:00:00+05:30,96.558,99.005,94.553,97.888
2022-07-16 00:00:00+05:30,97.885,97.888,97.253,97.585
2022-07-18 00:00:00+05:30,97.26,102.766,95.835,102.427
2022-07-19 00:00:00+05:30,102.418,104.435,99.77,104.108
2022-07-20 00:00:00+05:30,104.11,104.175,98.149,99.7
2022-07-21 00:00:00+05:30,99.698,100.117,94.572,96.323
2022-07-22 00:00:00+05:30,96.332,97.928,94.215,94.762
